east,north,au
618817.93491704,597997.92085267,721
618799.28341281,598008.19774877,603
618778.30855675,598019.70712917,413
618757.30232969,598030.39853342,149
618735.5640152,598041.71922698,667
618715.32183877,598051.82106891,148
618692.81224935,598064.10714563,5
619209.51684678,597904.97110285,38
619185.00140578,597917.12922141,56
619163.36881067,597927.80858515,6
619142.16446176,597939.5051259,8
619118.36989698,597946.01136499,19
619095.24571694,597955.47191643,317
619072.97550285,597965.72794218,19
619051.34097347,597974.39017707,0
619028.41024378,597983.91910265,63
619008.79731734,597991.76530902,4
618988.69803448,598000.49616814,4
618969.80439171,598008.8359289,27
618942.35446903,598020.42518406,0
618921.85777146,598028.65271169,14
618900.30232762,598037.22866307,14
618880.1135899,598046.50218589,74
618858.81937836,598055.73131021,126
618837.86330031,598064.85199129,119
618816.9857683,598073.58225822,213
618795.00330197,598082.57225729,58
618772.9086552,598092.08293138,105
618752.1482382,598101.40612936,93
618728.44810217,598111.47103383,236
618709.09368416,598118.99094984,54
619252.29493033,597888.52241664,67
619273.44386654,597880.24835884,93
619296.00971056,597870.01876952,73
619318.29443893,597861.4576352,64
619342.81419596,597851.73256176,132
619364.80533405,597842.99736027,283
619386.07458296,597834.15329439,146
619410.89311493,597824.37409803,202
619435.7116469,597814.59490167,127
619456.0740043,597806.62900113,269
619479.09841287,597797.08511379,61
619502.07737027,597787.49724909,222
619525.20597172,597778.3049832,64
619547.76257812,597768.05765555,52
619571.39576113,597759.35800974,37
619594.63878006,597749.2380217,98
619617.58891928,597739.52987065,56
619640.45535414,597729.89913395,292
619663.5957987,597720.33991639,204
619686.80424895,597710.56489134,219
619709.89997925,597701.00641068,171
619733.19488406,597691.5922447,81
619756.99697593,597682.28600881,92
619780.93807946,597671.6446352,105
619803.24096729,597662.0142406,101
619826.69551701,597652.51693611,163
619850.05383504,597642.3369036,64
619864.32647369,597636.12176727,162
619330.64802396,598095.13734549,56
619317.56405034,598100.47414543,46
619281.29690486,598116.30564888,46
619261.5117535,598124.55723118,77
619239.75506916,598133.67768852,70
619218.5710511,598141.45138877,73
619196.98322293,598151.04763582,94
619174.84450679,598158.69841787,64
619152.23190887,598169.07637483,64
619130.217453,598178.56783679,67
619109.57992785,598187.4775266,61
619088.33266762,598196.29886689,75
619067.45660941,598205.11856233,47
619041.28460921,598215.54623379,44
619021.19289276,598224.4648191,46
618999.20750517,598232.73477125,79
618978.15043192,598240.34089173,86
618957.68975049,598248.85407477,135
618936.1630985,598258.09150241,407
618914.02376382,598267.0617235,81
618894.28573482,598275.18729529,91
618870.3990043,598284.78564766,125
618849.85036817,598293.38973302,205
618826.57801788,598302.54411417,83
618805.97361396,598310.47822257,52
619362.81019519,598082.07496764,55
619381.28656622,598075.01231343,20
619400.59796752,598066.78195656,86
619422.99136288,598057.75834944,61
619445.38475824,598048.73474232,323
619468.27966918,598038.66074495,36
619491.17458012,598028.58674758,1757
619514.06949106,598018.51275021,371
619536.91906921,598009.75892878,129
619559.76864736,598001.00510735,88
619582.60407966,597990.57875163,314
619605.43951196,597980.15239591,160
619630.10653129,597970.40700499,55
619651.28193028,597961.29612737,107
619678.34328107,597949.7401118,85
619697.78049548,597941.81629368,48
619722.300467476,597931.471010593,143
619745.549750076,597921.731093748,110
619769.47771653,597911.46862017,147
619792.41952609,597902.06921856,138
619811.48777552,597893.73999817,418
619833.13839837,597884.697323633,54
619859.27588257,597873.53223538,60
619882.42212587,597863.782089604,47
619904.086733667,597854.529566859,30
619930.0597774,597843.4008825,43
619953.92834845,597834.87179041,46
619377.18249465,598184.49414619,40
619354.99091863,598196.26510099,360
619333.77521381,598202.11608816,76
619311.84851488,598219.37507987,69
619290.21016927,598230.51969295,47
619270.0442228,598242.26173754,71
619249.03873264,598252.99785605,68
619228.91469754,598265.38327012,72
619207.33364619,598276.20490889,151
619188.41940952,598286.28039343,67
619168.37355201,598298.25303621,68
619147.83756156,598308.98141726,66
619125.73487455,598320.44676761,0
619104.57980602,598333.2338204,0
619081.46517936,598343.81684708,0
619061.73736159,598354.73317806,0
619039.13633035,598366.62716942,0
619020.87489816,598376.41906454,0
618999.710473655,598387.82422571,0
618981.46570079,598396.99862193,0
618999.52722157,598387.01769787,0
618993.384546587,598389.80698733,0
618959.35296023,598410.02508939,0
618936.58613878,598422.98630137,0
618915.14863888,598434.10524127,0
619421.62520435,598159.68102526,119
619444.2644888,598147.66564219,21
619466.90377325,598135.65025912,48
619487.42961813,598124.57765199,367
619510.06890258,598112.56226892,69
619531.651467245,598101.01827382,48
619553.77020819,598089.98426867,109
619575.881132748,598078.204579585,167
619597.51795196,598066.15316386,185
619617.87848048,598054.00537489,97
619639.089869461,598041.92183475,83
619663.4427968,598031.84393581,122
619687.14374876,598020.20017591,116
619708.63446364,598009.05352317,113
619732.66140329,597998.19269375,63
619755.25723671,597986.79748743,179
619400.13406834,598171.88770066,55
619423.445454875,598160.75968279,129
619194.46713814,598280.443818987,116
619773.10675297,597976.43652837,118
619863.69109042,597927.58289053,68
619886.29685884,597917.06192163,128
619954.22167328,597880.985840104,64
619991.933790373,597861.946500329,66
619951.57853159,597882.53518856,116
619963.268190058,597903.123876791,38
619992.13629853,597861.08690085,41
617758.70004441,595061.0508546,50
617777.90917411,595050.95709224,998
617801.62570638,595038.08757216,59
617824.34186567,595025.85176281,118
617847.01436337,595014.76614154,61
617866.15307928,595005.01346026,55
617889.1242072,594993.05075266,47
617911.16205988,594981.17946054,49
617933.0417151,594970.02192533,46
617954.16913647,594959.62819066,25
617977.0442301,594946.72333865,44
617999.55920158,594933.94965546,82
618022.21113171,594924.05856807,64
618043.6752391,594912.92577175,67
618074.157415,594897.52505396,65
618096.09989125,594886.37990137,70
618113.83634537,594877.57169357,60
618136.63320873,594866.16199263,66
618159.01715609,594853.85115069,8
618182.60354585,594842.31214952,6
618204.00129242,594831.76636271,4
618227.14351356,594819.87239769,8
618247.48421141,594808.96385687,2
618271.37195526,594797.52723269,22
618293.75398133,594786.72817479,17
618314.01633053,594775.95063174,14
618337.97029051,594763.10403464,21
618359.72257978,594753.17410186,218
618381.59523444,594741.59178121,54
617734.84185565,595072.6524794,39
617713.46717677,595083.78380191,162
617691.81644854,595094.99123603,39
617667.55691047,595107.20775422,41
617644.4010303,595118.81569537,47
617626.1272155,595128.67041152,77
617603.39572599,595140.79018487,64
617581.68293998,595151.48876073,53
617561.14604157,595161.89065401,24
617538.67377105,595174.27004114,45
617510.41282009,595187.39783254,4
617494.36595438,595195.05556284,43
617473.29027418,595205.33215616,14
617451.80840212,595217.01537999,38
617430.33159635,595227.10626042,131
617407.09957824,595238.97934211,97
617386.0229374,595250.01182744,64
617362.75490314,595261.59925372,66
617340.38098298,595272.89016845,192
617320.10423786,595283.33697338,831
617298.1174158,595294.50522,1384
617277.88484543,595304.64715738,405
617255.69216406,595316.35104079,106
617234.60189054,595326.55631237,20
617696.34728105,594952.51217619,48
617676.26285458,594963.50147377,37
617632.05900705,594985.4392232,57
617611.89262646,594994.71237756,37
617588.99296499,595007.48345526,38
617567.59737644,595019.24576463,37
617546.2905322,595029.87950616,64
617524.65238398,595040.76470287,67
617502.49021835,595051.87769487,47
617480.32805271,595062.99068687,23
617458.16588707,595074.10367887,57
617439.08055717,595084.11042082,44
617418.16149524,595095.74858829,26
617396.49398933,595106.209368,320
617376.55149579,595116.58357478,55
617349.35427834,595129.39416871,0
617332.71794234,595138.19319158,60
617311.39438609,595150.5268118,59
617289.10728894,595162.20094272,74
617266.67978537,595173.49721316,62
617245.8982086,595184.79319418,83
617224.86834801,595195.13612199,75
617203.90712463,595207.47271615,52
617182.83011534,595218.48284436,45
617721.47375989,594940.25006213,90
617742.36684586,594930.83522493,84
617766.61663316,594917.75564788,30
617787.47171603,594907.1204062,47
617808.90459713,594895.99259714,48
617831.92378171,594883.6891769,43
617854.16024304,594872.19925871,19
617875.9890914,594860.94416273,40
617899.09677019,594848.85397081,201
617915.18948185,594840.7213851,50
617944.5453006,594825.36606577,52
617968.06798773,594812.94700433,79
617989.65977683,594801.6913425,25
618011.81992916,594790.18479134,22
618034.39673468,594778.72057269,16
618056.82573841,594766.97254086,5
618078.85103741,594754.88229626,14
618100.8255032,594743.23568077,7
618122.79421849,594732.05431463,9
618145.50720643,594720.44025453,0
618168.59825226,594708.42637161,0
618190.17692185,594697.18881656,27
618212.88251443,594685.66880378,0
618235.84995784,594673.48252489,9
618259.15179754,594662.04661126,5
618280.37924048,594650.39441632,45
618301.41558847,594639.63095343,26
618325.33829581,594627.33053348,11
617629.45557721,594762.06033346,37
617645.97374555,594751.51892834,43
617669.33728756,594744.09842873,59
617693.02656747,594733.10339401,96
617722.89620538,594718.25843309,45
617743.28635466,594708.72217783,41
617766.78935583,594698.36532794,59
617789.23179483,594687.70392627,51
617810.18030648,594678.395519,124
617834.94811061,594666.89519217,69
617857.93616092,594656.50210239,93
617878.16150698,594646.73598583,41
617924.1842168,594624.97847522,38
617901.76470077,594635.40244919,25
617947.3217401,594614.69921073,19
617971.62188678,594603.31840701,17
617993.13748525,594593.41026551,10
618016.41065147,594582.67702894,23
618038.96377077,594571.94671363,43
618060.50098946,594561.99348942,68
618083.6731078,594550.82807204,38
618106.75815303,594540.62123465,85
618125.2006793,594530.4193448,39
618146.21943368,594520.48808293,38
618170.8695833,594508.0906944,50
618193.67489468,594497.73639732,102
618217.75382549,594487.31638429,14
618240.16509089,594475.57759008,31
617556.65755346,594798.88911351,74
617537.51898225,594809.46475819,62
617515.86643811,594820.01921677,105
617493.73456447,594831.34192364,63
617474.43121639,594841.14651713,51
617459.40059339,594848.59070335,41
617428.29598403,594862.86115575,178
617408.5959318,594872.7483219,47
617388.89587956,594882.63548805,44
617361.47845957,594894.56860086,54
617338.7145464,594904.72094688,57
617317.40863646,594915.13998628,69
617294.95428867,594923.72180653,57
617271.879389,594934.27287002,113
617248.69105883,594944.45457374,95
617224.84867412,594954.02983208,1866
617202.85099593,594964.26794845,71
617180.95473408,594974.96060276,117
617159.05847223,594985.65325707,86
617137.38293944,594993.99861026,79
617114.10208845,595003.17996734,146
617091.51944041,595013.20409214,152
617069.1193339,595023.44884063,120
617556.88098532,594691.67624621,51
617532.94793501,594703.89185644,49
617514.72940117,594713.03003912,42
617489.25218249,594726.26402373,55
617465.53961116,594737.47412902,51
617448.65643879,594745.95071708,42
617415.90523139,594762.62327773,208
617398.13278746,594770.60464022,125
617375.40016625,594783.19853208,68
617346.22971828,594797.58917881,46
617324.30259859,594808.30917751,38
617301.06193507,594819.38627172,49
617282.62643571,594829.47175712,43
617257.27621453,594841.45578217,25
617234.59541352,594852.30896299,60
617213.01207244,594864.62002868,44
617191.42873136,594876.93109437,34
617145.23152025,594896.51330504,102
617213.01595435,594864.58418358,56
617124.66059265,594907.56429195,160
617102.09668291,594919.81101011,85
617079.96628306,594931.2231455,105
617056.44435918,594943.1457313,110
617034.51426554,594954.22806286,137
617578.09587458,594679.80509879,49
617598.79927375,594668.92188905,49
617622.60356333,594656.22088304,135
617643.33951788,594644.59915114,60
617666.84687478,594632.0640537,45
617687.51720541,594621.07404557,41
617707.6158304,594610.67490251,64
617729.14604853,594600.29689286,68
617753.46585483,594587.39506748,67
617771.82246603,594577.13644922,49
617793.50147295,594565.74517081,39
617814.76422147,594553.79272714,73
617835.43953935,594542.8339453,38
617857.97069631,594531.58516567,57
617880.44571704,594519.64405195,19
617903.00625804,594508.27849942,15
617925.56679904,594496.91294689,264
617948.22551935,594484.17714845,34
617969.54069325,594473.23465747,65
617995.78822622,594459.79118173,38
618018.21334804,594448.07899501,78
618040.76799383,594436.35572842,44
618063.59647827,594424.42220746,56
618085.5208741,594412.72274545,38
618106.16179434,594402.39070012,1076
618130.22935587,594390.19523631,44
618152.88040439,594379.43647126,77
618175.14776289,594370.90693167,66
617485.42601346,594615.41007608,428
617463.62858879,594626.40076842,1144
617440.12541656,594636.4758448,194
617418.69783848,594648.73961708,2076
617396.61161339,594659.84688492,1389
617375.29995294,594670.73117367,1735
617355.99739446,594679.49810163,262
617330.89219374,594691.15158595,2568
617308.99865575,594702.82370357,1083
617289.45043192,594713.7818012,79
617268.56689932,594724.31911365,56
617245.49452612,594736.10905683,62
617224.19581414,594746.6934653,87
617200.02649417,594757.87084415,37
617178.72311069,594769.52876324,64
617157.41972721,594781.18668234,1068
617135.41669332,594791.37121529,241
617115.51117657,594801.27518547,1813
617092.99684997,594812.18823972,554
617071.87702137,594822.22851068,391
617049.38448605,594833.37825573,140
617026.64378527,594844.93910087,457
617003.77134982,594856.37688309,103
616976.39593359,594863.25969291,158
617535.48217839,594591.15744957,741
617558.30621507,594579.49683296,245
617580.01551398,594568.31526942,157
617598.25291783,594558.69373062,316
617624.32672574,594546.10739219,49
617647.21375451,594534.7409317,51
617668.63076588,594523.192956,39
617690.22346294,594512.26378194,42
617712.34315137,594500.74447972,70
617733.89914807,594488.40255619,65
617753.28010789,594478.42225067,70
617774.65129966,594466.80794048,86
617797.2116696,594455.16061444,77
617818.37975227,594444.52021446,90
617841.51069615,594432.75614186,95
617863.38335081,594421.1738212,56
617885.584875,594410.00650888,22
617907.12512033,594398.60857202,23
617930.03932244,594386.99119586,34
617952.0692139,594375.45101031,61
617974.58450114,594363.78206404,32
617996.40912549,594351.99926613,62
618019.54709627,594340.11878908,53
618045.81514412,594326.56315925,24
618067.21923337,594314.77387394,13
618089.19625198,594303.82494825,74
618111.87115777,594292.61405337,105
618133.31256593,594280.91807847,70
617487.45904403,594501.3018835,182
617510.41107818,594490.62313829,201
617531.67827446,594478.39779027,17
617549.39809561,594469.66589147,107
617575.69719869,594455.82350087,31
617598.90056966,594444.11190634,60
617621.8961734,594430.37762986,28
617644.5556436,594421.21545856,103
617666.59012752,594410.22533207,40
617690.11769652,594400.0022565,54
617711.37570788,594386.67679036,55
617735.0728963,594376.43302886,36
617755.52007678,594364.38668258,57
617779.47673427,594353.06073868,21
617802.89886032,594341.59600687,17
617823.3750037,594330.49291034,19
617845.87124986,594319.02554668,36
617867.7302455,594307.15720216,24
617889.17219316,594295.76535791,22
617912.12595121,594283.83424505,85
617934.48306735,594272.3378658,35
617957.17482986,594260.25005564,31
617978.95029219,594248.74089898,17
618000.06850229,594237.7882361,80
618023.47178467,594226.26567051,98
618043.88196201,594215.23075072,46
618066.18529733,594203.99914357,54
618089.65582215,594192.75724614,45
617441.35417498,594411.68753501,159
617463.97107595,594400.21371029,475
617486.54488118,594389.6530144,174
617508.95509392,594376.76476901,117
617525.16934199,594369.49339991,707
617551.93831323,594355.66562897,218
617574.68363282,594344.113653,486
617597.84342123,594331.92867686,300
617619.09260275,594321.59555252,442
617641.53452859,594310.08883031,506
617663.4812552,594298.93018975,428
617686.36921827,594287.34902714,397
617708.7987615,594275.90512596,267
617731.48551041,594264.3272794,303
617754.17390417,594253.12063488,323
617776.39336408,594241.68466856,1169
617798.50602561,594230.28177078,1121
617821.5665557,594218.85877927,1633
617843.14559373,594207.64358135,47
617865.55499054,594196.33419139,51
617888.67038045,594185.25468907,9
617911.17110072,594172.97323116,16
617933.40900951,594162.11393139,12
617953.76889314,594151.82677137,41
617976.46281366,594140.95548377,36
617998.21741902,594128.99493418,37
618025.99413225,594114.98059509,2682
618043.38689978,594106.48666351,38
617436.9813687,594291.27561873,738
617455.89928988,594281.42370548,85
617477.98735723,594270.42822328,49
617501.2343371,594258.64882047,50
617521.21687341,594249.34738741,36
617544.81940933,594236.34556682,88
617563.65883715,594225.80168793,51
617586.01393998,594213.91174953,94
617629.87486416,594191.79180067,73
617645.27637343,594183.24123267,91
617664.78835737,594172.79808591,296
617686.98067029,594161.07184537,326
617709.34739249,594149.61556157,353
617730.02435523,594139.02798176,573
617752.20246962,594126.71158671,823
617775.14197646,594115.27269913,3553
617798.9479109,594102.94289515,1954
617821.45378947,594090.97443704,2033
617843.03820956,594079.27163264,2026
617865.73884123,594067.17920367,2846
617886.42187023,594057.23111143,573
617908.08203347,594045.78199925,172
617931.67420009,594033.23655885,95
617953.94483531,594021.92051043,474
617974.86925296,594010.33592639,112
617998.13524756,593998.89613085,50
617321.365487,594239.28120859,50
617342.77266857,594228.49374372,65
617364.36091787,594217.83747401,59
617386.63858001,594206.40502114,408
617408.24665998,594194.50950329,88
617430.99932223,594183.94585979,71
617450.46580232,594174.54111546,63
617473.91912832,594163.61258628,223
617494.23358713,594152.74025901,151
617514.16254002,594143.44418166,109
617536.15429665,594133.38954112,59
617557.85993739,594121.44321641,398
617582.00545277,594109.63558759,61
617603.68811785,594099.00907037,59
617624.81848682,594088.79419273,71
617647.8285785,594077.29599758,55
617669.62860867,594065.92061524,47
617702.03148433,594050.09465153,59
617739.83627145,594030.6775858,804
617762.31809535,594019.42067391,208
617784.2580188,594007.57783152,174
617805.1480388,593996.61998398,636
617828.605102,593984.8326463,696
617855.98496636,593970.07791647,60
617872.27333908,593962.14784766,100
617894.73167415,593951.36542273,2971
617907.13945984,593944.62193959,27
617918.34248704,593939.13723248,46
617940.62046493,593928.80951654,170
617281.87880189,594147.41539625,43
617296.214538,594139.32965647,51
617315.6189603,594129.41605389,48
617335.34009326,594119.17967438,82
617358.30748398,594108.07577529,78
617380.20969374,594096.65845525,53
617402.73512654,594085.33373507,54
617424.15734892,594073.01637937,68
617447.64121699,594060.95576889,53
617470.89026287,594048.48754544,41
617489.98069838,594039.87618308,50
617510.08144206,594027.70583959,84
617528.40677428,594018.53458837,81
617550.12273165,594007.21426326,100
617572.32759824,593995.7069752,21
617595.16305689,593984.73942958,56
617617.99542323,593972.77006352,71
617639.5949498,593961.98390139,34
617663.19357748,593949.55911579,29
617684.78312953,593938.71050108,58
617706.88176358,593926.99922231,110
617729.75768614,593916.04442776,56
617749.57099782,593906.24484786,218
617775.51346585,593893.01661376,162
617797.91677005,593881.60892612,125
617820.99226191,593870.27961348,1745
617844.01285424,593863.21810433,1791
617865.36946605,593847.46236962,155
617887.32412752,593836.51381238,188
617238.43789193,594058.78137971,56
617256.94335759,594049.95602578,51
617277.15062323,594039.63559982,51
617298.55984445,594028.7005042,51
617318.43195055,594018.12618861,49
617337.05426814,594007.70664904,61
617359.34504979,593996.2560894,74
617380.87064912,593985.86921059,52
617401.79727747,593974.41876932,38
617424.01024997,593963.40333809,28
617447.07658326,593950.43271744,41
617468.91095837,593939.51297839,37
617492.67940286,593926.80809047,39
617512.39056131,593916.50925839,49
617532.19264842,593905.75719113,55
617556.10334159,593893.54194934,45
617577.68422188,593882.43853706,41
617600.65277065,593870.31932955,37
617624.32269372,593858.42114053,10
617646.50372938,593846.8247924,38
617668.87764954,593835.53387767,13
617690.54727413,593823.30189754,16
617712.95721044,593812.29663822,18
617735.07562247,593800.4284911,16
617757.21027267,593789.00286774,12
617779.23092652,593777.44494387,303
617801.93759811,593766.53319237,1002
617824.23744632,593754.81859755,72
617846.67602976,593743.65185107,140
617187.93941927,593972.33450584,49
617206.85822206,593963.35027026,39
617228.59739182,593953.43844425,40
617250.52785391,593942.37846982,53
617269.64237044,593932.51437136,45
617290.34211145,593920.86640043,54
617312.25707226,593909.40861649,49
617333.45638122,593898.76322925,21
617355.72316089,593886.94183603,50
617378.32099444,593876.21078382,66
617398.35864065,593865.91104378,29
617420.36651709,593854.93477371,52
617441.74595948,593844.63528376,48
617463.90682237,593833.71463675,52
617486.02594496,593822.43239378,68
617507.96088114,593810.55832511,52
617528.87969299,593800.26195382,31
617551.67341134,593788.93281223,50
617572.07707493,593778.85961743,60
617595.73923419,593767.0331186,42
617617.83747345,593755.8406726,36
617640.75555745,593744.18745134,53
617662.9672799,593732.28198532,41
617683.95503173,593721.55510443,31
617707.80675943,593709.83282482,118
617729.52821721,593699.38904654,23
617751.81457745,593687.67020136,39
617773.71848475,593675.54170355,48
617795.62239205,593663.41320574,3624
617141.11533223,593884.67313608,45
617161.13799033,593874.82090707,46
617184.28168527,593863.01637057,38
617206.26224367,593851.46805276,42
617226.05971197,593840.70711633,56
617245.24702405,593830.91785306,122
617266.19824657,593819.05999621,148
617290.18264325,593807.24607739,14
617310.58191177,593796.36340715,24
617331.32130074,593786.30704272,53
617354.32643151,593774.23643138,73
617374.78616565,593762.40903758,65
617398.50701395,593751.97256263,81
617419.42499688,593739.72613388,83
617441.80614134,593728.05939832,55
617464.39036856,593715.95994244,218
617509.53201813,593692.0343035,106
617529.9299839,593681.34397825,53
617552.95747179,593669.27299846,87
617572.97408997,593658.24009198,78
617597.72624813,593645.51899224,17
617618.83726026,593634.40096029,483
617663.39349249,593611.86254233,5
617686.48768331,593599.76810006,2
617095.19179399,593797.37709948,21
617117.16682563,593785.49342474,21
617138.34879106,593774.33844234,23
617161.35684308,593762.98787792,89
617184.177419,593750.30308374,18
617205.04227898,593739.98971103,22
617227.3922235,593727.78677283,28
617426.17815816,593625.43728172,5
617450.89722143,593613.15057348,1
617472.21681673,593602.47636805,0
617494.88931443,593591.39074678,1
617518.08438209,593579.4467118,0
617541.35187684,593567.55515489,0
617563.18698886,593556.68013009,0
617608.35757498,593534.23893081,0
617653.11816636,593511.61663744,0
617674.53451987,593498.40037779,0
617641.98698047,593388.74880537,35
617665.22826253,593376.3522721,0
617533.10519958,593348.32147918,80
617577.02228634,593326.35267451,218
617598.80128847,593314.24412573,162
623189.5491,603260.8245,0
623210.7319,603250.9483,0
623231.9147,603241.0721,0
623253.0975,603231.1959,0
623274.2804,603221.3198,0
623295.4632,603211.4436,0
623316.646,603201.5674,0
623337.8288,603191.6912,3
623359.0116,603181.8151,0
623380.1944,603171.9389,0
623401.3772,603162.0627,0
623422.56,603152.1865,0
623443.7428,603142.3103,0
623464.9257,603132.4342,0
623486.1085,603122.558,0
623507.2913,603112.6818,0
623528.4741,603102.8056,0
622469.3335,603596.6145,75
622448.1507,603606.4907,103
622426.9679,603616.3668,102
622405.7851,603626.243,42
622384.6023,603636.1192,12
622363.4194,603645.9954,0
622342.2366,603655.8715,0
622321.0538,603665.7477,0
622299.871,603675.6239,0
622278.6882,603685.5001,0
622257.5054,603695.3763,0
622236.3226,603705.2524,2
622215.1398,603715.1286,0
622193.957,603725.0048,0
622172.7741,603734.881,0
622151.5913,603744.7571,0
622130.4085,603754.6333,0
622109.2257,603764.5095,38
622088.0429,603774.3857,0
622066.8601,603784.2619,38
622045.6773,603794.138,37
622024.4945,603804.0142,14
622003.3117,603813.8904,99
621982.1288,603823.7666,0
621960.946,603833.6427,0
621939.7632,603843.5189,12
621918.5804,603853.3951,191
621897.3976,603863.2713,150
621876.2148,603873.1474,0
621855.032,603883.0236,71
621833.8492,603892.8998,0
621812.6663,603902.776,11
621791.4835,603912.6522,5
621408,604209,0
621429,604197,0
621444,604183,0
621472,604173,3
621494,604159,6
621519,604150,7
621539,604138,0
621560,604127,0
621582,604117,0
621606,604105,0
621627,604095,0
621650,604084,3
621671,604075,79
621694,604063,12
621717,604052,17
621739,604040,14
621757,604032,6
621782,604023,18
621391,604086,0
621415,604080,0
621437,604073,0
621464,604064,0
621485,604054,14
621508,604047,6
621531,604038,9
621555,604032,5
621573,604022,0
621597,604014,48
621615,604001,11
621644,603982,15
621665,603980,49
621687,603973,3
621714,603964,19
621737,603955,19
621758,603946,6
621776,603937,6
621805,603925,0
621360,604098,0
621337,604105,0
621326,604116,0
621250,604030,0
621275,604013,0
621293,604002,2
621313,603993,0
621332,603981,0
621349,603975,0
621376,603960,4
621395,603947,13
621420,603937,44
621442,603925,14
621464,603914,9
621486,603903,11
621509,603891,29
621533,603878,11
621550,603872,7
621573,603855,5
621589,603849,8
621617,603830,3
621637,603819,10
621658,603805,13
621680,603792,0
621702,603779,13
621728,603774,76
621741,603764,17
621770,603752,11
635463.84,616034.87,2
635507.99,616011.39,0
635552.13,615987.91,0
635596.27,615964.42,0
635640.42,615940.94,0
635684.56,615917.46,0
635728.7,615893.98,0
635772.85,615870.5,0
635816.99,615847.02,0
635861.13,615823.54,0
635905.28,615800.06,0
635949.42,615776.57,3
635993.56,615753.09,0
636037.71,615729.61,0
636081.85,615706.13,0
636125.99,615682.65,0
636170.14,615659.17,0
636214.28,615635.69,2
636258.42,615612.21,7
636302.57,615588.72,0
636346.71,615565.24,2
636390.85,615541.76,2
636435,615518.28,3
636479.14,615494.8,1
636523.28,615471.32,1
636567.43,615447.84,2
636611.57,615424.36,3
636655.71,615400.87,2
636699.86,615377.39,0
636744,615353.91,1
636788.14,615330.43,0
636832.29,615306.95,2
636876.43,615283.47,0
636920.57,615259.99,0
636964.71,615236.51,3
637008.86,615213.02,2
637053,615189.54,0
637097.14,615166.06,0
637141.29,615142.58,0
637185.43,615119.1,0
637229.57,615095.62,0
637273.72,615072.14,0
637317.86,615048.65,0
637362,615025.17,0
637406.15,615001.69,0
637450.29,614978.21,0
637494.43,614954.73,0
637538.58,614931.25,0
637582.72,614907.77,0
637626.86,614884.29,0
637671.01,614860.8,0
637715.15,614837.32,0
637759.29,614813.84,13
637803.44,614790.36,0
637847.58,614766.88,0
637891.72,614743.4,0
637935.87,614719.92,0
637980.01,614696.44,2
638024.15,614672.95,0
638068.3,614649.47,0
638112.44,614625.99,1
638156.58,614602.51,0
638200.73,614579.03,0
638244.87,614555.55,2
638289.01,614532.07,0
638333.16,614508.59,2
638377.3,614485.1,0
638421.44,614461.62,2
638465.59,614438.14,0
638509.73,614414.66,0
638553.87,614391.18,2
638598.02,614367.7,0
638642.16,614344.22,0
638686.3,614320.74,3
638730.45,614297.25,0
638774.59,614273.77,0
638818.73,614250.29,2
638862.88,614226.81,4
638907.02,614203.33,0
638951.16,614179.85,5
638995.31,614156.37,5
639039.45,614132.88,3
639083.59,614109.4,0
639127.74,614085.92,0
639171.88,614062.44,3
639216.02,614038.96,0
639260.17,614015.48,0
639304.31,613992,0
639348.45,613968.52,0
639392.6,613945.03,3
639436.74,613921.55,0
639480.88,613898.07,0
639525.03,613874.59,0
639569.17,613851.11,0
639613.31,613827.63,0
639657.46,613804.15,0
639701.6,613780.67,0
639745.74,613757.18,0
639789.88,613733.7,2
639834.03,613710.22,3
639878.17,613686.74,0
639922.31,613663.26,0
639966.46,613639.78,17
640010.6,613616.3,0
640054.74,613592.82,0
640098.89,613569.33,0
640143.03,613545.85,2
640187.17,613522.37,0
640231.32,613498.89,0
640275.46,613475.41,0
640319.6,613451.93,0
640363.75,613428.45,0
640407.89,613404.97,0
640452.03,613381.48,0
640496.18,613358,4
640540.32,613334.52,0
640584.46,613311.04,0
640628.61,613287.56,0
635419.7,616058.35,0
635375.56,616081.83,4
635331.41,616105.31,5
635287.27,616128.79,0
635243.13,616152.28,0
635198.98,616175.76,2
635154.84,616199.24,3
635110.7,616222.72,0
635066.55,616246.2,0
635022.41,616269.68,6
634978.27,616293.16,0
634934.12,616316.64,1
634889.98,616340.13,0
634845.84,616363.61,1
634801.69,616387.09,3
634757.55,616410.57,4
634713.41,616434.05,4
634669.26,616457.53,0
634625.12,616481.01,5
634580.98,616504.49,6
634536.83,616527.98,0
634492.69,616551.46,3
634448.55,616574.94,0
634404.4,616598.42,0
634360.26,616621.9,3
634316.12,616645.38,10
634271.97,616668.86,7
634227.83,616692.34,11
634183.69,616715.83,4
634139.54,616739.31,0
634095.4,616762.79,2
634051.26,616786.27,0
634007.11,616809.75,0
633962.97,616833.23,0
633918.83,616856.71,0
633874.69,616880.19,0
633830.54,616903.68,0
633786.4,616927.16,0
633742.26,616950.64,0
633698.11,616974.12,0
633653.97,616997.6,0
633609.83,617021.08,3
633565.68,617044.56,0
633521.54,617068.05,0
633477.4,617091.53,0
633433.25,617115.01,0
633389.11,617138.49,0
635643.9,616446.7,10
635688.04,616423.22,2
635732.19,616399.74,1
635776.33,616376.26,4
635820.47,616352.77,1
635864.62,616329.29,0
635908.76,616305.81,5
635952.9,616282.33,2
635997.05,616258.85,0
636041.19,616235.37,0
636085.33,616211.89,0
